"TIME_PERIOD","LASTNAME","GDEKT","RANG_KT","VALUE","OBS_STATUS"
"2021","Lakhder","BE","13297","7","A"
"2021","Lalvani","BE","13297","7","A"
"2021","Lamm","BE","13297","7","A"
"2021","Lammer","BE","13297","7","A"
"2021","Lammerskitten","BE","13297","7","A"
"2021","Lamprian","BE","13297","7","A"
"2021","Landeira","BE","13297","7","A"
"2021","Laneri","BE","13297","7","A"
"2021","Lanni","BE","13297","7","A"
"2021","Lanzi","BE","13297","7","A"
"2021","Lanzo","BE","13297","7","A"
"2021","Lardi","BE","13297","7","A"
"2021","Larson","BE","13297","7","A"
"2021","Lask","BE","13297","7","A"
"2021","Lattanzi","BE","13297","7","A"
"2021","Laudati","BE","13297","7","A"
"2021","Laus","BE","13297","7","A"
"2021","Lauwiner","BE","13297","7","A"
"2021","Lavan","BE","13297","7","A"
"2021","Lazeski","BE","13297","7","A"
"2021","Leci","BE","13297","7","A"
"2021","Leeb","BE","13297","7","A"
"2021","Lefort","BE","13297","7","A"
"2021","Leibold","BE","13297","7","A"
"2021","Leimbacher","BE","13297","7","A"
"2021","Leis","BE","13297","7","A"
"2021","Lemke","BE","13297","7","A"
"2021","Lendi","BE","13297","7","A"
"2021","Lenzinger","BE","13297","7","A"
"2021","Leon","BE","13297","7","A"
"2021","Leonard","BE","13297","7","A"
"2021","Leonetti","BE","13297","7","A"
"2021","Leuch","BE","13297","7","A"
"2021","Leuci","BE","13297","7","A"
"2021","Leutar","BE","13297","7","A"
"2021","Levin","BE","13297","7","A"
"2021","Lia","BE","13297","7","A"
"2021","Liang","BE","13297","7","A"
"2021","Liaudet","BE","13297","7","A"
"2021","Lichti","BE","13297","7","A"
"2021","Lieder","BE","13297","7","A"
"2021","Lieuwen","BE","13297","7","A"
"2021","Lilla","BE","13297","7","A"
"2021","Lillo","BE","13297","7","A"
"2021","Lingeswaran","BE","13297","7","A"
"2021","Lires","BE","13297","7","A"
"2021","Lischetti","BE","13297","7","A"
"2021","Lobos","BE","13297","7","A"
"2021","Lock","BE","13297","7","A"
"2021","Loepthien","BE","13297","7","A"
"2021","Loganathan","BE","13297","7","A"
"2021","Lombard","BE","13297","7","A"
"2021","Lombard-Martin","BE","13297","7","A"
"2021","Lopinat","BE","13297","7","A"
"2021","Loshaj","BE","13297","7","A"
"2021","Lotfi","BE","13297","7","A"
"2021","Loth","BE","13297","7","A"
"2021","Lovell","BE","13297","7","A"
"2021","Luca","BE","13297","7","A"
"2021","Lucio","BE","13297","7","A"
"2021","Ludovico","BE","13297","7","A"
"2021","Lugon","BE","13297","7","A"
"2021","Lukes","BE","13297","7","A"
"2021","Lukombo","BE","13297","7","A"
"2021","Lumachini","BE","13297","7","A"
"2021","Luperto","BE","13297","7","A"
"2021","Lupo","BE","13297","7","A"
"2021","Lupu","BE","13297","7","A"
"2021","Lurà","BE","13297","7","A"
"2021","Lutziger","BE","13297","7","A"
"2021","Luzubu","BE","13297","7","A"
"2021","Lynch","BE","13297","7","A"
"2021","Lämmli","BE","13297","7","A"
"2021","Lätt","BE","13297","7","A"
"2021","Léchaire","BE","13297","7","A"
"2021","Löbner","BE","13297","7","A"
"2021","Löhr","BE","13297","7","A"
"2021","M'saddak","BE","13297","7","A"
"2021","Maas","BE","13297","7","A"
"2021","Macchi","BE","13297","7","A"
"2021","Maestri","BE","13297","7","A"
"2021","Maglio","BE","13297","7","A"
"2021","Mahlstein","BE","13297","7","A"
"2021","Mahmoudi","BE","13297","7","A"
"2021","Mahmutovic","BE","13297","7","A"
"2021","Maimone","BE","13297","7","A"
"2021","Maitan","BE","13297","7","A"
"2021","Majerovic","BE","13297","7","A"
"2021","Majinovic","BE","13297","7","A"
"2021","Malinowska","BE","13297","7","A"
"2021","Malinowski","BE","13297","7","A"
"2021","Malkar","BE","13297","7","A"
"2021","Malke","BE","13297","7","A"
"2021","Malkic","BE","13297","7","A"
"2021","Maman","BE","13297","7","A"
"2021","Mancuso","BE","13297","7","A"
"2021","Mandra","BE","13297","7","A"
"2021","Mango","BE","13297","7","A"
"2021","Manni","BE","13297","7","A"
"2021","Manolev","BE","13297","7","A"
"2021","Manso","BE","13297","7","A"
"2021","Mantese","BE","13297","7","A"
"2021","Maragno","BE","13297","7","A"
"2021","Marashi","BE","13297","7","A"
"2021","Marchetto","BE","13297","7","A"
"2021","Marcionetti-Rusconi","BE","13297","7","A"
"2021","Marelja","BE","13297","7","A"
"2021","Marelus","BE","13297","7","A"
"2021","Marena","BE","13297","7","A"
"2021","Margari","BE","13297","7","A"
"2021","Margarito","BE","13297","7","A"
"2021","Margarone","BE","13297","7","A"
"2021","Margheriti","BE","13297","7","A"
"2021","Mari","BE","13297","7","A"
"2021","Markert","BE","13297","7","A"
"2021","Marotzke","BE","13297","7","A"
"2021","Marretta","BE","13297","7","A"
"2021","Marrongelli","BE","13297","7","A"
"2021","Marruzzo","BE","13297","7","A"
"2021","Marsano","BE","13297","7","A"
"2021","Marszalek","BE","13297","7","A"
"2021","Martinho","BE","13297","7","A"
"2021","Martinjas","BE","13297","7","A"
"2021","Martoccia","BE","13297","7","A"
"2021","Martucci","BE","13297","7","A"
"2021","Marusik","BE","13297","7","A"
"2021","Maruthappu","BE","13297","7","A"
"2021","Marzoner","BE","13297","7","A"
"2021","Mascali","BE","13297","7","A"
"2021","Mascellini","BE","13297","7","A"
"2021","Masiello","BE","13297","7","A"
"2021","Masood","BE","13297","7","A"
"2021","Massara","BE","13297","7","A"
"2021","Massetti","BE","13297","7","A"
"2021","Massey","BE","13297","7","A"
"2021","Mastrodonato","BE","13297","7","A"
"2021","Masulli","BE","13297","7","A"
"2021","Matar","BE","13297","7","A"
"2021","Matei","BE","13297","7","A"
"2021","Mathey","BE","13297","7","A"
"2021","Mattei","BE","13297","7","A"
"2021","Matthey-Junod","BE","13297","7","A"
"2021","Matthias","BE","13297","7","A"
"2021","Mattner","BE","13297","7","A"
"2021","Maury","BE","13297","7","A"
"2021","Mayencourt","BE","13297","7","A"
"2021","Mayland","BE","13297","7","A"
"2021","Mayo","BE","13297","7","A"
"2021","Mayoraz","BE","13297","7","A"
"2021","Mazur","BE","13297","7","A"
"2021","Mazzara","BE","13297","7","A"
"2021","Mazzeo","BE","13297","7","A"
"2021","Mazzolani","BE","13297","7","A"
"2021","Mbele","BE","13297","7","A"
"2021","Mcgarty","BE","13297","7","A"
"2021","Mebarki","BE","13297","7","A"
"2021","Medar","BE","13297","7","A"
"2021","Meddeb","BE","13297","7","A"
"2021","Medhane","BE","13297","7","A"
"2021","Medhin","BE","13297","7","A"
"2021","Mehta","BE","13297","7","A"
"2021","Meinhard","BE","13297","7","A"
"2021","Melber","BE","13297","7","A"
"2021","Menchini","BE","13297","7","A"
"2021","Meneses","BE","13297","7","A"
"2021","Mengoli","BE","13297","7","A"
"2021","Mentele","BE","13297","7","A"
"2021","Meocci","BE","13297","7","A"
"2021","Mercado","BE","13297","7","A"
"2021","Mercante","BE","13297","7","A"
"2021","Mercanton","BE","13297","7","A"
"2021","Mercato","BE","13297","7","A"
"2021","Mercolli","BE","13297","7","A"
"2021","Mercuri","BE","13297","7","A"
"2021","Merkofer","BE","13297","7","A"
"2021","Merola","BE","13297","7","A"
"2021","Merçay","BE","13297","7","A"
"2021","Meschter","BE","13297","7","A"
"2021","Micheletti","BE","13297","7","A"
"2021","Mick","BE","13297","7","A"
"2021","Mifsud","BE","13297","7","A"
"2021","Mighali","BE","13297","7","A"
"2021","Mihajlov","BE","13297","7","A"
"2021","Mihretab","BE","13297","7","A"
"2021","Mikiele","BE","13297","7","A"
"2021","Milde","BE","13297","7","A"
"2021","Mileci","BE","13297","7","A"
"2021","Milesi","BE","13297","7","A"
"2021","Millius","BE","13297","7","A"
"2021","Mina","BE","13297","7","A"
"2021","Minic","BE","13297","7","A"
"2021","Minnema","BE","13297","7","A"
"2021","Minoggio","BE","13297","7","A"
"2021","Minozzo","BE","13297","7","A"
"2021","Mintas","BE","13297","7","A"
"2021","Minuti","BE","13297","7","A"
"2021","Mirtl","BE","13297","7","A"
"2021","Mirza","BE","13297","7","A"
"2021","Mischol","BE","13297","7","A"
"2021","Mishra","BE","13297","7","A"
"2021","Mitkov","BE","13297","7","A"
"2021","Moccetti","BE","13297","7","A"
"2021","Moeklin","BE","13297","7","A"
"2021","Mohammadian","BE","13297","7","A"
"2021","Mohanathas","BE","13297","7","A"
"2021","Mohd","BE","13297","7","A"
"2021","Mohseni","BE","13297","7","A"
"2021","Mohsseni","BE","13297","7","A"
"2021","Moine","BE","13297","7","A"
"2021","Moirandat","BE","13297","7","A"
"2021","Molinara","BE","13297","7","A"
"2021","Moncho","BE","13297","7","A"
"2021","Monico","BE","13297","7","A"
"2021","Monneron","BE","13297","7","A"
"2021","Monsch","BE","13297","7","A"
"2021","Monte","BE","13297","7","A"
"2021","Monteduro","BE","13297","7","A"
"2021","Morath","BE","13297","7","A"
"2021","Moresi","BE","13297","7","A"
"2021","Moretto","BE","13297","7","A"
"2021","Morim","BE","13297","7","A"
"2021","Mosavi","BE","13297","7","A"
"2021","Mosegaard","BE","13297","7","A"
"2021","Mosele","BE","13297","7","A"
"2021","Mottini","BE","13297","7","A"
"2021","Mrdjenovic","BE","13297","7","A"
"2021","Mrgan","BE","13297","7","A"
"2021","Mudoni","BE","13297","7","A"
"2021","Muharemovic","BE","13297","7","A"
"2021","Mukhtar","BE","13297","7","A"
"2021","Murid","BE","13297","7","A"
"2021","Musanovic","BE","13297","7","A"
"2021","Musardo","BE","13297","7","A"
"2021","Muse","BE","13297","7","A"
"2021","Musie","BE","13297","7","A"
"2021","Musliovski","BE","13297","7","A"
"2021","Muto","BE","13297","7","A"
"2021","Muzio","BE","13297","7","A"
"2021","Mvogo","BE","13297","7","A"
"2021","Mészáros","BE","13297","7","A"
"2021","Mönch","BE","13297","7","A"
"2021","Mörikofer","BE","13297","7","A"
"2021","Münster","BE","13297","7","A"
"2021","Münstermann","BE","13297","7","A"
"2021","Mützenberg","BE","13297","7","A"
"2021","Nadalet","BE","13297","7","A"
"2021","Nagler","BE","13297","7","A"
"2021","Nagulenthiran","BE","13297","7","A"
"2021","Najib","BE","13297","7","A"
"2021","Najm","BE","13297","7","A"
"2021","Nallanathan","BE","13297","7","A"
"2021","Namasivayam","BE","13297","7","A"
"2021","Nandha","BE","13297","7","A"
"2021","Naouar","BE","13297","7","A"
"2021","Napoleone","BE","13297","7","A"
"2021","Nardin","BE","13297","7","A"
"2021","Nascarella","BE","13297","7","A"
"2021","Nastasi","BE","13297","7","A"
"2021","Nath","BE","13297","7","A"
"2021","Nathan","BE","13297","7","A"
"2021","Natsch","BE","13297","7","A"
"2021","Natter","BE","13297","7","A"
"2021","Naujokat","BE","13297","7","A"
"2021","Nay","BE","13297","7","A"
"2021","Nefzi","BE","13297","7","A"
"2021","Nenadic","BE","13297","7","A"
"2021","Nercide","BE","13297","7","A"
"2021","Neruda","BE","13297","7","A"
"2021","Nessi","BE","13297","7","A"
"2021","Netos","BE","13297","7","A"
"2021","Nett","BE","13297","7","A"
"2021","Neubacher","BE","13297","7","A"
"2021","Neuburger","BE","13297","7","A"
"2021","Neversil","BE","13297","7","A"
"2021","Nevoso","BE","13297","7","A"
"2021","Nezir","BE","13297","7","A"
"2021","Ngono","BE","13297","7","A"
"2021","Nickel","BE","13297","7","A"
"2021","Nicotera","BE","13297","7","A"
"2021","Niederl","BE","13297","7","A"
"2021","Niedermaier","BE","13297","7","A"
"2021","Niekamp","BE","13297","7","A"
"2021","Nikolajevic","BE","13297","7","A"
"2021","Nikollbibaj","BE","13297","7","A"
"2021","Nikoloski","BE","13297","7","A"
"2021","Nill","BE","13297","7","A"
"2021","Nirkko","BE","13297","7","A"
"2021","Nitaj","BE","13297","7","A"
"2021","Nivokazi","BE","13297","7","A"
"2021","Nobile","BE","13297","7","A"
"2021","Nohl","BE","13297","7","A"
"2021","Noka","BE","13297","7","A"
"2021","Noppeney","BE","13297","7","A"
"2021","Norambuena","BE","13297","7","A"
"2021","Nowotny","BE","13297","7","A"
"2021","Nsabengo","BE","13297","7","A"
"2021","Nuccio","BE","13297","7","A"
"2021","Nuding","BE","13297","7","A"
"2021","Nuoffer","BE","13297","7","A"
"2021","Nurikic","BE","13297","7","A"
"2021","Nuzzolo","BE","13297","7","A"
"2021","Nyangi","BE","13297","7","A"
"2021","Nygren","BE","13297","7","A"
"2021","Näher","BE","13297","7","A"
"2021","Nöller","BE","13297","7","A"
"2021","Nösberger","BE","13297","7","A"
"2021","Nüscheler","BE","13297","7","A"
"2021","Obay","BE","13297","7","A"
"2021","Oberrauch","BE","13297","7","A"
"2021","Obst","BE","13297","7","A"
"2021","Oderbolz","BE","13297","7","A"
"2021","Odza","BE","13297","7","A"
"2021","Oes","BE","13297","7","A"
"2021","Oestreicher","BE","13297","7","A"
"2021","Ogbeide","BE","13297","7","A"
"2021","Ok","BE","13297","7","A"
"2021","Okeke","BE","13297","7","A"
"2021","Okle","BE","13297","7","A"
"2021","Okoro","BE","13297","7","A"
"2021","Okoye","BE","13297","7","A"
"2021","Okuyucu","BE","13297","7","A"
"2021","Oldenburg","BE","13297","7","A"
"2021","Omizzolo","BE","13297","7","A"
"2021","Onay","BE","13297","7","A"
"2021","Orell","BE","13297","7","A"
"2021","Osdautaj","BE","13297","7","A"
"2021","Ottolini","BE","13297","7","A"
"2021","Ouanella","BE","13297","7","A"
"2021","Oudot","BE","13297","7","A"
"2021","Oueslati","BE","13297","7","A"
"2021","Ouhibi","BE","13297","7","A"
"2021","Ounissi","BE","13297","7","A"
"2021","Ourari","BE","13297","7","A"
"2021","Ouédraogo","BE","13297","7","A"
"2021","Ozelley","BE","13297","7","A"
"2021","Padickakudy","BE","13297","7","A"
"2021","Padrun","BE","13297","7","A"
"2021","Paget","BE","13297","7","A"
"2021","Paillard","BE","13297","7","A"
"2021","Paladini","BE","13297","7","A"
"2021","Palamar","BE","13297","7","A"
"2021","Palecek","BE","13297","7","A"
"2021","Palffy","BE","13297","7","A"
"2021","Panchaud","BE","13297","7","A"
"2021","Pann","BE","13297","7","A"
"2021","Pannatier","BE","13297","7","A"
"2021","Panzeri","BE","13297","7","A"
"2021","Paoletti","BE","13297","7","A"
"2021","Paravicini","BE","13297","7","A"
"2021","Pardhan","BE","13297","7","A"
"2021","Pardini","BE","13297","7","A"
"2021","Parodi","BE","13297","7","A"
"2021","Parsanejad","BE","13297","7","A"
"2021","Partzsch","BE","13297","7","A"
"2021","Pascoal","BE","13297","7","A"
"2021","Pasinelli","BE","13297","7","A"
"2021","Pasquinelli","BE","13297","7","A"
"2021","Passanisi","BE","13297","7","A"
"2021","Paszko","BE","13297","7","A"
"2021","Pater","BE","13297","7","A"
"2021","Patzen","BE","13297","7","A"
"2021","Paulino","BE","13297","7","A"
"2021","Paun","BE","13297","7","A"
"2021","Paz","BE","13297","7","A"
"2021","Pechenikov","BE","13297","7","A"
"2021","Pedevilla","BE","13297","7","A"
"2021","Pedrocchi","BE","13297","7","A"
"2021","Peer","BE","13297","7","A"
"2021","Peitrequin","BE","13297","7","A"
"2021","Peja","BE","13297","7","A"
"2021","Pels","BE","13297","7","A"
"2021","Pendic","BE","13297","7","A"
"2021","Penna","BE","13297","7","A"
"2021","Penon","BE","13297","7","A"
"2021","Perini","BE","13297","7","A"
"2021","Pernter","BE","13297","7","A"
"2021","Perrella","BE","13297","7","A"
"2021","Perruchoud","BE","13297","7","A"
"2021","Perry","BE","13297","7","A"
"2021","Persello","BE","13297","7","A"
"2021","Perticone","BE","13297","7","A"
"2021","Perzhaku","BE","13297","7","A"
"2021","Peternell","BE","13297","7","A"
"2021","Petrone","BE","13297","7","A"
"2021","Philip","BE","13297","7","A"
"2021","Piccand","BE","13297","7","A"
"2021","Piccinelli","BE","13297","7","A"
"2021","Pileggi","BE","13297","7","A"
"2021","Piliqi","BE","13297","7","A"
"2021","Pilor","BE","13297","7","A"
"2021","Pintal","BE","13297","7","A"
"2021","Pirapakaran","BE","13297","7","A"
"2021","Pistilli","BE","13297","7","A"
"2021","Pittino","BE","13297","7","A"
"2021","Pitussi","BE","13297","7","A"
"2021","Pizzolla","BE","13297","7","A"
"2021","Planche","BE","13297","7","A"
"2021","Planta","BE","13297","7","A"
"2021","Plurimo","BE","13297","7","A"
"2021","Podujeva","BE","13297","7","A"
"2021","Poggio","BE","13297","7","A"
"2021","Pokrivac","BE","13297","7","A"
"2021","Policarpo","BE","13297","7","A"
"2021","Polini","BE","13297","7","A"
"2021","Pollace","BE","13297","7","A"
"2021","Ponato","BE","13297","7","A"
"2021","Poncia","BE","13297","7","A"
"2021","Pongracz","BE","13297","7","A"
"2021","Ponnambalam","BE","13297","7","A"
"2021","Ponte","BE","13297","7","A"
"2021","Ponzo","BE","13297","7","A"
"2021","Popov","BE","13297","7","A"
"2021","Pouchon","BE","13297","7","A"
"2021","Prado","BE","13297","7","A"
"2021","Prata","BE","13297","7","A"
"2021","Pratillo","BE","13297","7","A"
"2021","Prevost","BE","13297","7","A"
"2021","Prinzo","BE","13297","7","A"
"2021","Privet","BE","13297","7","A"
"2021","Prodolliet","BE","13297","7","A"
"2021","Protze","BE","13297","7","A"
"2021","Prum","BE","13297","7","A"
"2021","Prutina","BE","13297","7","A"
"2021","Puvanendran","BE","13297","7","A"
"2021","Périllard","BE","13297","7","A"
"2021","Qaiumi","BE","13297","7","A"
"2021","Qorrolli","BE","13297","7","A"
"2021","Qu","BE","13297","7","A"
"2021","Quaile","BE","13297","7","A"
"2021","Queirós","BE","13297","7","A"
"2021","Rabe","BE","13297","7","A"
"2021","Radermacher","BE","13297","7","A"
"2021","Rafael","BE","13297","7","A"
"2021","Ragatuso","BE","13297","7","A"
"2021","Rak","BE","13297","7","A"
"2021","Rall","BE","13297","7","A"
"2021","Ramanathan","BE","13297","7","A"
"2021","Ramensperger","BE","13297","7","A"
"2021","Ramires","BE","13297","7","A"
"2021","Rankovic","BE","13297","7","A"
"2021","Rapaj","BE","13297","7","A"
"2021","Rapin","BE","13297","7","A"
"2021","Rappazzo","BE","13297","7","A"
"2021","Rasarathinam","BE","13297","7","A"
"2021","Rasmussen","BE","13297","7","A"
"2021","Rasooli","BE","13297","7","A"
"2021","Rasovic","BE","13297","7","A"
"2021","Raspe","BE","13297","7","A"
"2021","Rasper","BE","13297","7","A"
"2021","Rastelli","BE","13297","7","A"
"2021","Rastoder","BE","13297","7","A"
"2021","Raue","BE","13297","7","A"
"2021","Ravandoni","BE","13297","7","A"
"2021","Ravarelli","BE","13297","7","A"
"2021","Razek","BE","13297","7","A"
"2021","Rebholz","BE","13297","7","A"
"2021","Recksiek","BE","13297","7","A"
"2021","Recrosio","BE","13297","7","A"
"2021","Rediger","BE","13297","7","A"
"2021","Redzepovic","BE","13297","7","A"
"2021","Redzic","BE","13297","7","A"
"2021","Regazzoni","BE","13297","7","A"
"2021","Regragui","BE","13297","7","A"
"2021","Regui","BE","13297","7","A"
"2021","Reichenbach-Brand","BE","13297","7","A"
"2021","Reichenbach-Reichenbach","BE","13297","7","A"
"2021","Reisch","BE","13297","7","A"
"2021","Reischl","BE","13297","7","A"
"2021","Reitmann","BE","13297","7","A"
"2021","Reitz","BE","13297","7","A"
"2021","Rellan","BE","13297","7","A"
"2021","Renaudin","BE","13297","7","A"
"2021","Rennhard","BE","13297","7","A"
"2021","René","BE","13297","7","A"
"2021","Repanovic","BE","13297","7","A"
"2021","Repp","BE","13297","7","A"
"2021","Resende","BE","13297","7","A"
"2021","Rettich","BE","13297","7","A"
"2021","Reutlinger","BE","13297","7","A"
"2021","Revelin","BE","13297","7","A"
"2021","Reymondin","BE","13297","7","A"
"2021","Rezahi","BE","13297","7","A"
"2021","Rezak","BE","13297","7","A"
"2021","Riadi","BE","13297","7","A"
"2021","Ribic","BE","13297","7","A"
"2021","Richardson","BE","13297","7","A"
"2021","Richle","BE","13297","7","A"
"2021","Riecker","BE","13297","7","A"
"2021","Riehm","BE","13297","7","A"
"2021","Rieiro","BE","13297","7","A"
"2021","Rifqui","BE","13297","7","A"
"2021","Righini","BE","13297","7","A"
"2021","Rikart","BE","13297","7","A"
"2021","Rima","BE","13297","7","A"
"2021","Rimle","BE","13297","7","A"
"2021","Ripamonti","BE","13297","7","A"
"2021","Rist","BE","13297","7","A"
"2021","Riz","BE","13297","7","A"
"2021","Robert-Tissot","BE","13297","7","A"
"2021","Roca","BE","13297","7","A"
"2021","Rodal","BE","13297","7","A"
"2021","Rodia","BE","13297","7","A"
"2021","Roevenich","BE","13297","7","A"
"2021","Rollini","BE","13297","7","A"
"2021","Romagnoli","BE","13297","7","A"
"2021","Rombach","BE","13297","7","A"
"2021","Rondelli","BE","13297","7","A"
"2021","Rordorf","BE","13297","7","A"
"2021","Rosselet-Droux","BE","13297","7","A"
"2021","Rostami","BE","13297","7","A"
"2021","Rostom","BE","13297","7","A"
"2021","Rother","BE","13297","7","A"
"2021","Rotoli","BE","13297","7","A"
"2021","Rotschi","BE","13297","7","A"
"2021","Roueche","BE","13297","7","A"
"2021","Rouhani","BE","13297","7","A"
"2021","Rousselot","BE","13297","7","A"
"2021","Rrustemaj","BE","13297","7","A"
"2021","Ruas","BE","13297","7","A"
"2021","Rudorf","BE","13297","7","A"
"2021","Rueb","BE","13297","7","A"
"2021","Rufli","BE","13297","7","A"
"2021","Ruggiu","BE","13297","7","A"
"2021","Ruhier","BE","13297","7","A"
"2021","Ruhland","BE","13297","7","A"
"2021","Ruhstaller","BE","13297","7","A"
"2021","Rukunakumar","BE","13297","7","A"
"2021","Rumasuglia","BE","13297","7","A"
"2021","Ruof","BE","13297","7","A"
"2021","Ruozzi","BE","13297","7","A"
"2021","Ruprechter","BE","13297","7","A"
"2021","Räder","BE","13297","7","A"
"2021","Rätzo","BE","13297","7","A"
"2021","Röseler","BE","13297","7","A"
"2021","Rücker","BE","13297","7","A"
"2021","Rüffieux","BE","13297","7","A"
"2021","Saavedra","BE","13297","7","A"
"2021","Saciri","BE","13297","7","A"
"2021","Sadeqi","BE","13297","7","A"
"2021","Sadowski","BE","13297","7","A"
"2021","Saduloski","BE","13297","7","A"
"2021","Sae-Lee","BE","13297","7","A"
"2021","Saglini","BE","13297","7","A"
"2021","Sagoe","BE","13297","7","A"
"2021","Sahbegovic","BE","13297","7","A"
"2021","Sahitaj","BE","13297","7","A"
"2021","Saillen","BE","13297","7","A"
"2021","Salamoni","BE","13297","7","A"
"2021","Salem-Atia","BE","13297","7","A"
"2021","Saliba","BE","13297","7","A"
"2021","Salii","BE","13297","7","A"
"2021","Sallmann","BE","13297","7","A"
"2021","Salvato","BE","13297","7","A"
"2021","Salzano","BE","13297","7","A"
"2021","Salzenberg","BE","13297","7","A"
"2021","Samardzic","BE","13297","7","A"
"2021","Samatar","BE","13297","7","A"
"2021","Sancar","BE","13297","7","A"
"2021","Sanktjohanser","BE","13297","7","A"
"2021","Sanmugam","BE","13297","7","A"
"2021","Sanogo","BE","13297","7","A"
"2021","Sans","BE","13297","7","A"
"2021","Santagata","BE","13297","7","A"
"2021","Santagati","BE","13297","7","A"
"2021","Santhiyogu","BE","13297","7","A"
"2021","Santilli","BE","13297","7","A"
"2021","Santucci","BE","13297","7","A"
"2021","Saponara","BE","13297","7","A"
"2021","Saramati","BE","13297","7","A"
"2021","Sarcevic","BE","13297","7","A"
"2021","Sarmiento","BE","13297","7","A"
"2021","Satheeskumar","BE","13297","7","A"
"2021","Sathiyamoorthy","BE","13297","7","A"
"2021","Savioz","BE","13297","7","A"
"2021","Savur","BE","13297","7","A"
"2021","Sayarer","BE","13297","7","A"
"2021","Sazpinar","BE","13297","7","A"
"2021","Scacciante","BE","13297","7","A"
"2021","Scarlino","BE","13297","7","A"
"2021","Scekic","BE","13297","7","A"
"2021","Schack","BE","13297","7","A"
"2021","Schaffhauser","BE","13297","7","A"
"2021","Schalch","BE","13297","7","A"
"2021","Schank","BE","13297","7","A"
"2021","Scheel","BE","13297","7","A"
"2021","Schelbli","BE","13297","7","A"
"2021","Schiessler","BE","13297","7","A"
"2021","Schihin","BE","13297","7","A"
"2021","Schipani","BE","13297","7","A"
"2021","Schlagenhauf","BE","13297","7","A"
"2021","Schlepper","BE","13297","7","A"
"2021","Schleppi","BE","13297","7","A"
"2021","Schliessbach","BE","13297","7","A"
"2021","Schlott","BE","13297","7","A"
"2021","Schläger","BE","13297","7","A"
"2021","Schmaus","BE","13297","7","A"
"2021","Schneckenburger","BE","13297","7","A"
"2021","Schoder","BE","13297","7","A"
"2021","Schollenberger","BE","13297","7","A"
"2021","Schorta","BE","13297","7","A"
"2021","Schroth","BE","13297","7","A"
"2021","Schrott","BE","13297","7","A"
"2021","Schubnel","BE","13297","7","A"
"2021","Schucan","BE","13297","7","A"
"2021","Schuller","BE","13297","7","A"
"2021","Schulte-Bahrenberg","BE","13297","7","A"
"2021","Schwarzmeyer","BE","13297","7","A"
"2021","Schweighauser","BE","13297","7","A"
"2021","Schweizerhof","BE","13297","7","A"
"2021","Schwenn","BE","13297","7","A"
"2021","Schwitalla","BE","13297","7","A"
"2021","Schächtele","BE","13297","7","A"
"2021","Schönherr","BE","13297","7","A"
"2021","Schörlin","BE","13297","7","A"
"2021","Sciamanna","BE","13297","7","A"
"2021","Sclabas","BE","13297","7","A"
"2021","Scullari","BE","13297","7","A"
"2021","Sdiri","BE","13297","7","A"
"2021","Sdouga","BE","13297","7","A"
"2021","Sebamalai","BE","13297","7","A"
"2021","Sebastian","BE","13297","7","A"
"2021","Seelan","BE","13297","7","A"
"2021","Sehgal","BE","13297","7","A"
"2021","Seidenstücker","BE","13297","7","A"
"2021","Seidl","BE","13297","7","A"
"2021","Seiferle","BE","13297","7","A"
"2021","Seinig","BE","13297","7","A"
"2021","Sejtanic","BE","13297","7","A"
"2021","Sellaiah","BE","13297","7","A"
"2021","Selvathurai","BE","13297","7","A"
"2021","Semenin","BE","13297","7","A"
"2021","Sengönül","BE","13297","7","A"
"2021","Sennrich","BE","13297","7","A"
"2021","Serafin","BE","13297","7","A"
"2021","Serban","BE","13297","7","A"
"2021","Seri","BE","13297","7","A"
"2021","Sesé","BE","13297","7","A"
"2021","Seven","BE","13297","7","A"
"2021","Sevik","BE","13297","7","A"
"2021","Sguaitamatti","BE","13297","7","A"
"2021","Shahbazi","BE","13297","7","A"
"2021","Shaikh","BE","13297","7","A"
"2021","Shanthakumar","BE","13297","7","A"
"2021","Shasivari","BE","13297","7","A"
"2021","Shaukat","BE","13297","7","A"
"2021","Shazivari","BE","13297","7","A"
"2021","Shecho","BE","13297","7","A"
"2021","Sheikho","BE","13297","7","A"
"2021","Sheppard","BE","13297","7","A"
"2021","Sherif","BE","13297","7","A"
"2021","Shero","BE","13297","7","A"
"2021","Shimi","BE","13297","7","A"
"2021","Shkoza","BE","13297","7","A"
"2021","Shotani","BE","13297","7","A"
"2021","Shrestha","BE","13297","7","A"
"2021","Sierro","BE","13297","7","A"
"2021","Sifkovits","BE","13297","7","A"
"2021","Siljanoski","BE","13297","7","A"
"2021","Simonovic","BE","13297","7","A"
"2021","Singarajah","BE","13297","7","A"
"2021","Sinnaiah","BE","13297","7","A"
"2021","Sinnarajah","BE","13297","7","A"
"2021","Sinsel","BE","13297","7","A"
"2021","Sinz","BE","13297","7","A"
"2021","Sistilli","BE","13297","7","A"
"2021","Sivanathan","BE","13297","7","A"
"2021","Sivaruban","BE","13297","7","A"
"2021","Sivasothy","BE","13297","7","A"
"2021","Skoko","BE","13297","7","A"
"2021","Slappnig","BE","13297","7","A"
"2021","Smid","BE","13297","7","A"
"2021","Sobrado","BE","13297","7","A"
"2021","Socha","BE","13297","7","A"
"2021","Sohns","BE","13297","7","A"
"2021","Sok","BE","13297","7","A"
"2021","Soletti","BE","13297","7","A"
